entrezID	symbol
54536	EXOC6
54536	EXOC6A
54536	SEC15
54536	SEC15L
54536	SEC15L1
54536	SEC15L3
54536	Sec15p
54537	FAM35A
54537	bA163M19.1
54537	FAM35A1
54538	ROBO4
54538	ECSM4
54538	MRB
54539	NDUFB11
54539	CI-ESSS
54539	ESSS
54539	Np15
54539	NP17.3
54539	P17.3
54540	FAM193B
54540	IRIZIO
54541	DDIT4
54541	Dig2
54541	REDD-1
54541	REDD1
54542	RC3H2
54542	MNAB
54542	RNF164
54543	TOMM7
54543	TOM7
54544	CRCT1
54544	C1orf42
54544	NICE-1
54544	NICE1
54545	MTMR12
54545	3-PAP
54545	PIP3AP
54546	RNF186
54546	RP11-91K11.1
54549	SDK2
54550	NECAB2
54550	EFCBP2
54550	stip-2
54551	MAGEL2
54551	NDNL1
54551	nM15
54551	PWLS
54551	SHFYNG
54552	GNL3L
54552	RP11-353K22.1
54552	GNL3B
54553	DKFZP434I0714
54553	LINC02486
54553	MIR4453
54553	
54554	WDR5B
54555	DDX49
54555	R27090_2
54555	Dbp8
54556	ING3
54556	Eaf4
54556	ING2
54556	MEAF4
54556	p47ING3
54557	SGTB
54557	SGT2
54558	SPATA6
54558	HASH
54558	SRF-1
54558	SRF1
54566	EPB41L4B
54566	CG1
54566	EHM2
54567	DLL4
54567	hdelta2
54567	AOS6
54568	UGT2B29P
54569	UGT2B27P
54570	UGT2B26P
54571	UGT2B25P
54572	UGT2B24P
54573	UGT1A12P
54573	UGT1L
54574	UGT1A11P
54574	UGT1K
54575	UGT1A10
54575	UDPGT
54575	UGT-1J
54575	UGT1-10
54575	UGT1.10
54575	UGT1J
54576	UGT1A8
54576	UDPGT
54576	UDPGT 1-8
54576	UGT-1H
54576	UGT1-08
54576	UGT1.8
54576	UGT1A8S
54576	UGT1H
54576	UGT1A7
54577	UGT1A7
54577	UDPGT
54577	UDPGT 1-7
54577	UGT-1G
54577	UGT1-07
54577	UGT1.7
54577	UGT1G
54578	UGT1A6
54578	GNT1
54578	HLUGP
54578	HLUGP1
54578	UDPGT
54578	UDPGT 1-6
54578	UGT1
54578	UGT1A6S
54578	UGT1F
54579	UGT1A5
54579	UDPGT
54579	UDPGT 1-5
54579	UGT1E
54579	UGT1A8
54580	UGT1A2P
54580	UGT1BP
54581	SCAND2P
54581	SCAND2
54583	EGLN1
54583	C1orf12
54583	ECYT3
54583	HIF-PH2
54583	HIFPH2
54583	HPH-2
54583	HPH2
54583	PHD2
54583	SM20
54583	ZMYND6
54583	HALAH
54584	GNB1L
54584	DGCRK3
54584	FKSG1
54584	GY2
54584	WDR14
54584	WDVCF
54584	C22orf29
54585	LZTFL1
54585	BBS17
54586	EQTN
54586	AFAF
54586	C9orf11
54586	equatorin
54586	SPACA8
54587	MXRA8
54587	ASP3
54596	L1TD1
54596	ECAT11
54596	RP5-1155K23.3
54600	UGT1A9
54600	HLUGP4
54600	LUGP4
54600	UDPGT
54600	UDPGT 1-9
54600	UGT-1I
54600	UGT1-09
54600	UGT1-9
54600	UGT1.9
54600	UGT1AI
54600	UGT1I
54600	UGT1A9S
54600	UGT1A8
54602	NDFIP2
54602	N4WBP5A
54606	DDX56
54606	DDX21
54606	DDX26
54606	NOH61
54617	INO80
54617	hINO80
54617	INO80A
54617	INOC1
54619	CCNJ
54619	bA690P14.1
54620	FBXL19
54620	Fbl19
54620	JHDM1C
54620	CXXC11
54621	VSIG10
54622	ARL15
54622	ARFRP2
54623	PAF1
54623	F23149_1
54623	PD2
54625	PARP14
54625	ARTD8
54625	BAL2
54625	PARP-14
54625	pART8
54626	HES2
54626	bHLHb40
54627	MAP10
54627	KIAA1383
54627	MTR120
54629	FAM63B
54629	MINDY2
54657	UGT1A4
54657	HUG-BR2
54657	UDPGT
54657	UDPGT 1-4
54657	UGT-1D
54657	UGT1-04
54657	UGT1.4
54657	UGT1D
54657	UGT1A4S
54658	UGT1A1
54658	BILIQTL1
54658	GNT1
54658	HUG-BR1
54658	UDPGT
54658	UDPGT 1-1
54658	UGT1
54658	UGT1A
54658	UGT1A8
54659	UGT1A3
54659	UDPGT
54659	UDPGT 1-3
54659	UGT-1C
54659	UGT1-03
54659	UGT1.3
54659	UGT1C
54659	UGT1A3S
54659	UGT1A8
54660	PCDHB18
54660	PCDH-psi2
54660	PCDHB18P
54661	PCDHB17
54661	ME4
54661	PCDH-psi1
54661	PCDHB17P
54662	TBC1D13
54662	RP11-545E17.5
54663	WDR74
54664	TMEM106B
54665	RSBN1
54665	ROSBIN
54665	RP11-324J2.1
54674	LRRN3
54674	FIGLER5
54674	NLRR-3
54674	NLRR3
54675	CRLS1
54675	C20orf155
54675	CLS
54675	CLS1
54675	dJ967N21.6
54675	GCD10
54676	GTPBP2
54677	CROT
54677	COT
54680	ZNHIT6
54680	BCD1
54680	C1orf181
54680	NY-BR-75
54681	P4HTM
54681	EGLN4
54681	HIFPH4
54681	P4H-TM
54681	PH-4
54681	PH4
54681	PHD4
54682	MANSC1
54682	9130403P13Rik
54682	LOH12CR3
54700	RRN3
54700	A-270G1.2
54700	TIFIA
54704	PDP1
54704	PDH
54704	PDP
54704	PDPC
54704	PPM2C
54704	PPM2A
54707	GPN2
54707	ATPBD1B
54708	MARCH5
54708	MARCH-V
54708	MITOL
54708	RNF153
54714	CNGB3
54714	ACHM1
54715	RBFOX1
54715	2BP1
54715	A2BP1
54715	FOX-1
54715	FOX1
54715	HRNBP1
54716	SLC6A20
54716	SIT1
54716	XT3
54716	Xtrp3
54718	BTN2A3P
54718	BTN2A3
54718	BTN2.3
54726	OTUD4
54726	DUBA6
54726	HIN1
54726	HSHIN1
54732	TMED9
54732	GMP25
54732	HSGP25L2G
54732	p25
54732	p24a2
54732	p24alpha2
54733	SLC35F2
54733	HSNOV1
54734	RAB39A
54734	RAB39
54737	MPHOSPH8
54737	HSMPP8
54737	mpp8
54737	RP11-523H24.1
54737	TWA3
54737	
54738	FEV
54738	HSRNAFEV
54738	PET-1
54739	XAF1
54739	BIRC4BP
54739	HSXIAPAF1
54739	XIAPAF1
54741	LEPROT
54741	LEPR
54741	OB-RGRP
54741	OBRGRP
54741	VPS55
54742	LY6K
54742	CT97
54742	HSJ001348
54742	ly-6K
54742	URLC10
54749	EPDR1
54749	EPDR
54749	MERP-1
54749	MERP1
54749	UCC1
54751	FBLIM1
54751	CAL
54751	FBLP-1
54751	FBLP1
54751	RP11-169K16.5
54752	FNDC8
54753	ZNF853
54754	NUTM2F
54754	FAM22F
54754	NUTMF
54756	IL17RD
54756	HH18
54756	IL-17RD
54756	IL17RLM
54756	SEF
54757	FAM20A
54757	AIGFS
54757	FP2747
54757	AI1G
54758	KLHDC4
54758	LOC100129637
54760	PCSK4
54760	PC4
54760	SPC5
54762	GRAMD1C
54763	ROPN1
54763	CT91
54763	ODF6
54763	RHPNAP1
54763	ROPN1A
54763	ropporin
54764	ZRANB1
54764	TRABID
54765	TRIM44
54765	DIPB
54765	HSA249128
54765	MC7
54765	AN3
54766	LOC101928620
54766	BTG4
54766	PC3B
54766	APRO3
54766	POU2AF1
54768	HYDIN
54768	CILD5
54768	HYDIN1
54768	HYDIN2
54768	PPP1R31
54769	DIRAS2
54769	Di-Ras2
54776	PPP1R12C
54776	LENG3
54776	MBS85
54776	p84
54776	p85
54776	AAVS1
54777	TTC40
54777	bA288G11.4
54777	bA288G11.5
54777	bB137A17.2
54777	bB137A17.3
54777	C10orf123
54777	C10orf124
54777	C10orf92
54777	C10orf93
54777	RP11-288G11.4
54777	RP13-137A17.3
54777	CFAP46
54778	RNF111
54778	ARK
54778	hRNF111
54780	NSMCE4A
54780	C10orf86
54780	NS4EA
54780	NSE4A
54784	ALKBH4
54784	ABH4
54785	C17orf59
54785	PRO2472
54785	BORCS6
54788	DNAJB12
54788	DJ10
54790	TET2
54790	KIAA1546
54790	MDS
54793	KCTD9
54793	BTBD27
54795	TRPM4
54795	PFHB1B
54795	TRPM4B
54795	LTrpC4
54795	hTRPM4
54796	BNC2
54796	BSN2
54797	MED18
54797	p28b
54797	SRB5
54798	DCHS2
54798	CDH27
54798	CDHJ
54798	CDHR7
54798	PCDH23
54798	PCDHJ
54799	MBTD1
54799	SA49P01
54800	KLHL24
54800	DRE1
54800	KRIP6
54800	EBSSH
54801	HAUS6
54801	Dgt6
54801	FAM29A
54801	RP11-296P7.3
54802	TRIT1
54802	IPT
54802	MOD5
54802	GRO1
54802	IPPT
54802	IPTase
54802	hGRO1
54805	CNNM2
54805	ACDP2
54805	HOMG6
54805	HOMGSMR
54806	AHI1
54806	AHI-1
54806	dJ71N10.1
54806	JBTS3
54806	ORF1
54807	ZNF586
54808	DYM
54808	DMC
54808	SMC
54809	SAMD9
54809	C7orf5
54809	DRIF1
54809	NFTC
54809	OEF1
54809	OEF2
54809	MIRAGE
54810	GIPC2
54810	SEMCAP-2
54810	SEMCAP2
54811	ZNF562
54811	ZNF561
54812	AFTPH
54812	Nbla10388
54813	KLHL28
54813	BTBD5
54814	QPCTL
54814	gQC
54815	GATAD2A
54815	p66alpha
54816	ZNF280D
54816	SUHW4
54816	ZNF634
54819	ZCCHC10
54820	NDE1
54820	HOM-TES-87
54820	LIS4
54820	NUDE
54820	NUDE1
54820	MHAC
54820	NDE
54821	ERCC6L
54821	PICH
54821	RAD26L
54822	TRPM7
54822	ALSPDC
54822	CHAK
54822	CHAK1
54822	LTRPC7
54822	TRP-PLIK
54822	LTrpC-7
54823	SWT1
54823	C1orf26
54823	HsSwt1
54825	CDHR2
54825	PCDH24
54825	PCLKC
54826	GIN1
54826	GIN-1
54826	TGIN1
54826	ZH2C2
54827	NXPE4
54827	C11orf33
54827	FAM55D
54828	BCAS3
54828	GAOB1
54828	MAAB
54829	ASPN
54829	OS3
54829	PLAP-1
54829	PLAP1
54829	SLRR1C
54830	NUP62CL
54830	RP13-383K5.2
54831	BEST2
54831	VMD2L1
54832	VPS13C
54832	PARK23
54834	GDAP2
54834	dJ776P7.1
54834	MACROD3
54836	BSPRY
54838	WBP1L
54838	C10orf26
54838	OPA1L
54838	OPAL1
54839	LRRC49
54839	PGs4
54840	APTX
54840	AOA
54840	AOA1
54840	AXA1
54840	EAOH
54840	EOAHA
54840	FHA-HIT
54841	BIVM
54842	MFSD6
54842	hMMR2
54842	MMR2
54843	SYTL2
54843	CHR11SYT
54843	EXO4
54843	SGA72M
54843	SLP2
54843	SLP2A
54843	PPP1R151
54845	ESRP1
54845	RBM35A
54845	RMB35A
54847	SIDT1
54847	B830021E24Rik
54847	SID-1
54847	SID1
54848	ARHGEF38
54849	DEF8
54850	FBXL12
54850	Fbl12
54851	ANKRD49
54851	FGIF
54851	GBIF
54852	PAQR5
54852	MPRG
54853	WDR55
54854	FAM83E
54855	FAM46C
54856	GON4L
54856	GON-4
54856	GON4
54856	RP11-101O6.1
54856	RP11-243J18.4
54856	YARP
54857	GDPD2
54857	GDE3
54857	OBDPF
54858	PGPEP1
54858	Pcp
54858	PGP
54858	PGP-I
54858	PGPI
54858	PAP-I
54858	PGI
54859	ELP6
54859	C3orf75
54859	TMEM103
54860	MS4A12
54860	Ms4a10
54861	SNRK
54861	HSNFRK
54862	CC2D1A
54862	FREUD-1
54862	Freud-1%2FAki1
54862	MRT3
54862	Freud-1/Aki1
54863	TOR4A
54863	C9orf167
54863	RP13-122B23.4
54865	GPATCH4
54865	GPATC4
54866	PPP1R14D
54866	CPI17-like
54866	GBPI-1
54866	GBPI1
54867	TMEM214
54868	TMEM104
54869	EPS8L1
54869	DRC3
54869	EPS8R1
54869	PP10566
54870	QRICH1
54872	PIGG
54872	GPI7
54872	LAS21
54872	PRO4405
54872	RLGS1930
54872	MRT53
54873	PALMD
54873	C1orf11
54873	PALML
54874	FNBP1L
54874	C1orf39
54874	TOCA1
54875	CNTLN
54875	bA340N12.1
54875	C9orf101
54875	C9orf39
54875	RP11-340N12.1
54876	DCAF16
54876	C4orf30
54877	ZCCHC2
54877	C18orf49
54878	DPP8
54878	DP8
54878	DPRP1
54878	MSTP141
54878	DPRP-1
54878	MST097
54878	MSTP097
54878	MSTP135
54879	ST7L
54879	FAM4B
54879	ST7R
54879	STLR
54880	BCOR
54880	ANOP2
54880	MAA2
54880	MCOPS2
54881	TEX10
54881	bA208F1.2
54881	Ipi1
54881	RP11-208F1.2
54882	ANKHD1
54882	MASK
54882	PP2500
54882	VBARP
54882	MASK1
54882	ANKHD1-EIF4EBP3
54883	CWC25
54883	CCDC49
54884	RETSAT
54885	TBC1D8B
54885	GRAMD8B
54886	LPPR1
54886	PRG-3
54886	RP11-35N6.1
54886	PLPPR1
54886	
54887	UHRF1BP1
54887	C6orf107
54887	dJ349A12.1
54887	ICBP90
54887	RP3-349A12.1
54888	NSUN2
54888	MISU
54888	MRT5
54888	SAKI
54888	TRM4
54890	ALKBH5
54890	ABH5
54890	OFOXD
54890	OFOXD1
54891	INO80D
54892	NCAPG2
54892	CAP-G2
54892	CAPG2
54892	hCAP-G2
54892	LUZP5
54892	MTB
54893	MTMR10
54894	RNF43
54894	RNF124
54894	URCC
54894	SSPCS
54896	PQLC2
54896	RP4-657E11.5
54897	CASZ1
54897	CAS11
54897	CST
54897	dJ734G22.1
54897	SRG
54897	ZNF693
54898	ELOVL2
54898	SSC2
54899	PXK
54899	MONaKA
54899	MONAKA
54899	SLOB
54900	LAX1
54900	LAX
54901	CDKAL1
54902	TTC19
54902	2010204O13Rik
54902	MC3DN2
54903	MKS1
54903	BBS13
54903	MES
54903	MKS
54903	POC12
54903	JBTS28
54904	WHSC1L1
54904	NSD3
54904	pp14328
54904	KMT3F
54904	KMT3G
54904	WHISTLE
54905	CYP2W1
54906	FAM208B
54906	bA318E3.2
54906	C10orf18
54908	SPDL1
54908	CCDC99
54910	SEMA4C
54910	M-SEMA-F
54910	SEMACL1
54910	SEMAF
54910	SEMAI
54913	RPP25
54914	FOCAD
54914	KIAA1797
54915	YTHDF1
54915	C20orf21
54916	TMEM260
54916	C14orf101
54916	SHDRA
54918	CMTM6
54918	CKLFSF6
54918	PRO2219
54919	HEATR2
54919	CILD18
54919	DNAAF5
54920	DUS2
54920	DUS2L
54920	SMM1
54920	URLC8
54921	CHTF8
54921	CTF8
54921	DERPC
54922	RASIP1
54922	RAIN
54923	LIME1
54923	dJ583P15.4
54923	LIME
54923	LP8067
54923	RP4-583P15.5
54923	
54925	ZSCAN32
54925	ZNF434
54925	HCCS-5
54926	UBE2R2
54926	CDC34B
54926	E2-CDC34B
54926	UBC3B
54927	CHCHD3
54927	MINOS3
54927	PPP1R22
54927	Mic19
54928	IMPAD1
54928	GPAPP
54928	IMP 3
54928	IMP-3
54928	IMPA3
54929	TMEM161A
54929	AROS-29
54930	HAUS4
54930	C14orf94
54931	TRMT10C
54931	HNYA
54931	MRPP1
54931	RG9MTD1
54931	COXPD30
54932	EXD3
54932	mut-7
54933	RHBDL2
54933	RRP2
54934	KANSL2
54934	C12orf41
54934	NSL2
54935	DUSP23
54935	DUSP25
54935	LDP-3
54935	MOSP
54935	RP11-190A12.1
54935	VHZ
54936	ADPRHL2
54936	ARH3
54937	SOHLH2
54937	bHLHe81
54937	SPATA28
54937	TEB1
54937	SOSF2
54938	SARS2
54938	mtSerRS
54938	SARS
54938	SARSM
54938	SerRS
54938	SerRSmt
54938	SERS
54938	SYS
54939	COMMD4
54940	OCIAD1
54940	ASRIJ
54940	OCIA
54940	TPA018
54941	RNF125
54941	TRAC-1
54941	TRAC1
54941	TNORS
54942	FAM206A
54942	C9orf6
54942	CG-8
54942	Simiate
54943	DNAJC28
54943	C21orf55
54943	C21orf78
54944	FLJ20464
54944	LINC01521
54946	SLC41A3
54946	SLC41A1-L2
54947	LPCAT2
54947	AYTL1
54947	LysoPAFAT
54947	AGPAT11
54948	MRPL16
54948	L16mt
54948	MRP-L16
54948	PNAS-111
54949	SDHAF2
54949	C11orf79
54949	PGL2
54949	SDH5
54949	
54951	COMMD8
54952	TRNAU1AP
54952	PRO1902
54952	RP4-669K10.4
54952	SECP43
54952	TRSPAP1
54953	C1orf27
54953	odr-4
54953	ODR4
54953	TTG1
54954	FAM120C
54954	CXorf17
54954	ORF34
54955	C1orf109
54956	PARP16
54956	ARTD15
54956	C15orf30
54956	pART15
54957	TXNL4B
54957	Dim2
54957	DLP
54958	TMEM160
54959	ODAM
54959	APIN
54960	GEMIN8
54960	FAM51A1
54961	SSH3
54961	SSH3L
54962	TIPIN
54963	UCKL1
54963	UCK1-LIKE
54963	UCK1L
54963	URKL1
54964	C1orf56
54964	MENT
54964	RP11-316M1.9
54965	PIGX
54965	PIG-X
54967	CXorf48
54967	BJHCC20A
54967	CT55
54967	RP13-565O16.1
54968	TMEM70
54968	MC5DN2
54969	C4orf27
54969	HPF1
54970	TTC12
54970	TPARM
54971	BANP
54971	BEND1
54971	SMAR1
54971	SMARBP1
54972	TMEM132A
54972	GBP
54972	HSPA5BP1
54973	CPSF3L
54973	CPSF73L
54973	INT11
54973	INTS11
54973	RC-68
54973	RC68
54974	THG1L
54974	ICF45
54974	IHG-1
54974	hTHG1
54976	C20orf27
54977	SLC25A38
54977	SIDBA2
54978	SLC35F6
54978	ANT2BP
54978	C2orf18
54978	TANGO9
54979	HRASLS2
54979	PLA1%2F2-2
54979	PLA1/2-2
54980	C2orf42
54981	NMRK1
54981	bA235O14.2
54981	C9orf95
54981	NRK1
54981	RP11-235O14.2
54982	CLN6
54982	CLN4A
54982	HsT18960
54982	nclf
54984	PINX1
54984	LPTL
54984	LPTS
54984	Gno1
54984	Pxr1
54985	HCFC1R1
54985	HPIP
54986	ULK4
54986	FAM7C1
54986	REC01035
54987	C1orf123
54987	RP5-1024G6.3
54988	ACSM5
54989	ZNF770
54989	PRO1914
54991	C1orf159
54991	RP11-465B22.4
54993	ZSCAN2
54993	ZFP29
54993	ZNF854
54994	GID8
54994	C20orf11
54994	TWA1
54995	OXSM
54995	FASN2D
54995	KASI
54995	KS
54995	CEM1
54996	MARC2
54996	MOSC2
54996	RP11-270A6.1
54997	TESC
54997	CHP3
54997	TSC
54998	AURKAIP1
54998	AIP
54998	AKIP
54998	MRP-S38
55000	TUG1
55000	LINC00080
55000	NCRNA00080
55000	TI-227H
55001	TTC22
55002	TMCO3
55002	C13orf11
55003	PAK1IP1
55003	bA421M1.5
55003	hPIP1
55003	MAK11
55003	PIP1
55003	RP11-421M1.5
55003	WDR84
55004	LAMTOR1
55004	C11orf59
55004	p18
55004	p27RF-Rho
55004	PDRO
55004	Ragulator1
55005	RMND1
55005	bA351K16
55005	bA351K16.3
55005	C6orf96
55005	COXPD11
55005	RMD1
55006	TRMT61B
55007	FAM118A
55007	C22orf8
55008	LOC101929118
55008	HERC6
55008	
55009	C19orf24
55010	PARPBP
55010	AROM
55010	C12orf48
55010	PARI
55011	PIH1D1
55011	NOP17
55012	PPP2R3C
55012	C14orf10
55012	G4-1
55012	G5pr
55013	CCDC109B
55013	MCUB
55014	STX17
55015	PRPF39
55016	MARCH1
55016	MARCH-I
55016	RNF171
55017	C14orf119
55018	LINC00483
55018	C17orf73
55020	TTC38
55020	LL22NC03-5H6.5
55022	PID1
55022	HMFN2073
55022	NYGGF4
55022	P-CLI1
55022	PCLI1
55023	PHIP
55023	BRWD2
55023	DCAF14
55023	ndrp
55023	WDR11
55024	BANK1
55024	BANK
55025	FLJ20712
55026	TMEM255A
55026	FAM70A
55026	RP3-525N14.6
55027	HEATR3
55027	SYO1
55028	C17orf80
55028	HLC-8
55028	MIG3
55028	SPEP1
55030	FBXO34
55030	CGI-301
55030	Fbx34
55031	USP47
55031	TRFP
55032	SLC35A5
55033	FKBP14
55033	EDSKMH
55033	FKBP22
55033	IPBP12
55034	MOCOS
55034	HMCS
55034	MCS
55034	MOS
55035	NOL8
55035	bA62C3.3
55035	bA62C3.4
55035	C9orf34
55035	NOP132
55036	CCDC40
55036	CILD15
55036	FAP172
55037	PTCD3
55037	MRP-S39
55038	CDCA4
55038	HEPP
55038	SEI-3%2FHEPP
55038	SEI-3/HEPP
55039	TRMT12
55039	TRM12
55039	TYW2
55040	EPN3
55041	PLEKHB2
55041	EVT2
55048	VPS37C
55049	C19orf60
55049	REX1BD
55051	NRDE2
55051	C14orf102
55052	MRPL20
55052	L20mt
55052	MRP-L20
55054	ATG16L1
55054	APG16L
55054	ATG16A
55054	ATG16L
55054	IBD10
55054	WDR30
55055	ZWILCH
55055	hZwilch
55055	KNTC1AP
55056	FLJ10038
55056	GABPB1-IT1
55056	GABPB1
55057	AIM1L
55057	CRYBG2
55061	SUSD4
55061	PRO222
55061	RP11-239E10.4
55062	WIPI1
55062	ATG18
55062	ATG18A
55062	WIPI49
55063	ZCWPW1
55063	ZCW1
55064	SPATA6L
55064	bA6J24.2
55064	C9orf68
55064	RP11-280I16.2
55064	LOC105375966
55065	SLC52A1
55065	GPCR42
55065	GPR172B
55065	hRFT1
55065	PAR2
55065	RBFVD
55065	RFT1
55065	RFVT1
55066	PDPR
55066	PDP3
55068	ENOX1
55068	bA64J21.1
55068	cCNOX
55068	CNOX
55068	PIG38
55069	TMEM248
55069	C7orf42
55070	DET1
55071	C9orf40
55072	RNF31
55072	HOIP
55072	ZIBRA
55072	Paul
55073	LRRC37A4P
55073	LRRC37A4
55073	LRRC37
55074	OXR1
55074	Nbla00307
55074	TLDC3
55075	UACA
55075	NUCLING
55076	TMEM45A
55076	DERP7
55076	DNAPTP4
55079	FEZF2
55079	FEZ
55079	FEZL
55079	FKSG36
55079	TOF
55079	ZFP312
55079	ZNF312
55080	TAPBPL
55080	TAPBP-R
55080	TAPBPR
55081	IFT57
55081	ESRRBL1
55081	HIPPI
55081	MHS4R2
55082	ARGLU1
55082	RP11-297I6.1
55083	KIF26B
55084	SOBP
55084	JXC1
55084	MRAMS
55086	CXorf57
55086	RP11-647M7.1
55086	RADX
55088	C10orf118
55088	CCDC186
55089	SLC38A4
55089	ATA3
55089	NAT3
55089	PAAT
55089	SNAT4
55090	MED9
55090	MED25
55092	TMEM51
55092	C1orf72
55093	WDYHV1
55093	C8orf32
55094	GPATCH1
55094	ECGP
55094	GPATC1
55095	SAMD4B
55095	hSmaug2
55095	SMGB
55095	Smaug2
55096	EBLN2
55096	EBLN-2
55100	WDR70
55101	ATP5SL
55101	DMAC2
55102	ATG2B
55102	C14orf103
55103	RALGPS2
55103	dJ595C2.1
55105	GPATCH2
55105	CT110
55105	GPATC2
55105	PPP1R30
55105	RP11-361K17.1
55105	Pfa1
55106	SLFN12
55106	SLFN3
55107	ANO1
55107	DOG1
55107	ORAOV2
55107	TAOS2
55107	TMEM16A
55108	BSDC1
55108	RP4-811H24.7
55109	AGGF1
55109	GPATC7
55109	GPATCH7
55109	HSU84971
55109	HUS84971
55109	VG5Q
55110	MAGOHB
55110	mago
55110	magoh
55110	MGN2
55110	MAGOH
55111	PLEKHJ1
55111	GNRPX
55112	WDR60
55112	FAP163
55112	SRPS6
55112	SRTD8
55113	XKR8
55113	RP11-460I13.3
55113	XRG8
55113	hXkr8
55114	ARHGAP17
55114	MST066
55114	MST110
55114	MSTP038
55114	MSTP066
55114	MSTP110
55114	NADRIN
55114	PP367
55114	PP4534
55114	RICH1
55114	RICH1B
55114	WBP15
55114	RICH-1
55116	TMEM39B
55116	RP11-277A4.3
55117	SLC6A15
55117	hv7-3
55117	NTT73
55117	SBAT1
55117	V7-3
55118	CRTAC1
55118	ASPIC
55118	ASPIC1
55118	CEP-68
55119	PRPF38B
55119	NET1
55119	RP11-293A10.1
55120	FANCL
55120	FAAP43
55120	PHF9
55120	POG
55122	AKIRIN2
55122	C6orf166
55122	dJ486L4.2
55122	FBI1
55124	PIWIL2
55124	CT80
55124	HILI
55124	mili
55124	PIWIL1L
55125	CEP192
55125	PPP1R62
55127	HEATR1
55127	BAP28
55127	RP11-385F5.3
55127	UTP10
55128	TRIM68
55128	GC109
55128	RNF137
55128	SS-56
55128	SS56
55129	ANO10
55129	SCAR10
55129	TMEM16K
55130	ARMC4
55130	RP11-691I13.1
55130	CILD23
55131	RBM28
55131	ANES
55132	LARP1B
55132	LARP2
55133	SRBD1
55135	WRAP53
55135	DKCB3
55135	TCAB1
55135	WDR79
55137	FIGN
55138	FAM90A1
55139	ANKZF1
55139	ZNF744
55140	ELP3
55140	KAT9
55142	HAUS2
55142	C15orf25
55142	CEP27
55142	HsT17025
55143	CDCA8
55143	BOR
55143	BOREALIN
55143	DasraB
55143	MESRGP
55144	LRRC8D
55144	LRRC5
55145	THAP1
55145	DYT6
55146	ZDHHC4
55146	ZNF374
55147	RBM23
55147	CAPERbeta
55147	PP239
55147	RNPC4
55148	UBR7
55148	C14orf130
55149	MTPAP
55149	PAPD1
55149	RP11-305E6.3
55149	SPAX4
55150	C19orf73
55151	TMEM38B
55151	bA219P18.1
55151	C9orf87
55151	D4Ertd89e
55151	OI14
55151	RP11-219P18.1
55151	TRIC-B
55151	TRICB
55152	DALRD3
55153	SDAD1
55154	MSTO1
55154	LST005
55154	MST
55156	ARMC1
55156	Arcp
55157	DARS2
55157	ASPRS
55157	LBSL
55157	MT-ASPRS
55157	RP3-383J4.2
55159	RFWD3
55159	RNF201
55159	FANCW
55160	ARHGEF10L
55160	GrinchGEF
55160	RP11-473A10.1
55161	TMEM33
55161	1600019D15Rik
55161	SHINC3
55161	SHINC-3
55163	PNPO
55163	PDXPO
55163	HEL-S-302
55164	SHQ1
55164	Shq1p
55164	GRIM-1
55165	CEP55
55165	C10orf3
55165	CT111
55165	URCC6
55166	CENPQ
55166	C6orf139
55166	CENP-Q
55167	MSL2
55167	MSL-2
55167	MSL2L1
55167	RNF184
55168	MRPS18A
55168	HumanS18b
55168	MRP-S18-3
55168	MRPS18-3
55168	S18bmt
55170	PRMT6
55170	HRMT1L6
55171	TBCCD1
55172	DNAAF2
55172	C14orf104
55172	CILD10
55172	KTU
55172	PF13
55173	MRPS10
55173	MRP-S10
55173	PNAS-122
55174	INTS10
55174	C8orf35
55174	INT10
55175	KLHL11
55176	SEC61A2
55177	RMDN3
55177	FAM82A2
55177	FAM82C
55177	ptpip51
55177	RMD-3
55177	RMD3
55178	RNMTL1
55178	HC90
55178	MRM3
55178	RMTL1
55179	FAIM
55179	FAIM1
55180	LINS
55180	LINS1
55180	WINS1
55180	MRT27
55181	SMG8
55181	C17orf71
55182	RNF220
55182	C1orf164
55182	RP4-678E16.1
55183	RIF1
55183	LOC101929336
55184	DZANK1
55184	ANKRD64
55184	bA189K21.1
55184	bA189K21.8
55184	C20orf12
55184	C20orf84
55184	dJ568F9.2
55186	SLC25A36
55186	PNC2
55187	VPS13D
55188	RIC8B
55188	hSyn
55188	RIC8
55190	NUDT11
55190	APS1
55190	ASP1
55190	DIPP3b
55190	DIPP3beta
55190	hDIPP3beta
55191	NADSYN1
55192	DNAJC17
55193	PBRM1
55193	BAF180
55193	PB1
55194	EVA1B
55194	C1orf78
55194	FAM176B
55194	RP11-268J15.2
55195	C14orf105
55195	CCDC198
55196	KIAA1551
55196	C12orf35
55196	GET
55196	UTA2-1
55197	RPRD1A
55197	HsT3101
55197	P15RS
55197	LOC105372067
55198	APPL2
55198	DIP13B
55199	FAM86C1
55199	FAM86C
55200	PLEKHG6
55200	MyoGEF
55201	MAP1S
55201	BPY2IP1
55201	C19orf5
55201	MAP8
55201	VCY2IP-1
55201	VCY2IP1
55203	LGI2
55203	LGIL2
55204	GOLPH3L
55204	GPP34R
55205	ZNF532
55206	SBNO1
55206	MOP3
55206	Sno
55207	ARL8B
55207	ARL10C
55207	Gie1
55208	DCUN1D2
55208	C13orf17
55209	SETD5
55210	ATAD3A
55210	HAYOS
55211	DPPA4
55211	2410091M23Rik
55212	BBS7
55212	BBS2L1
55213	RCBTB1
55213	CLLD7
55213	CLLL7
55213	GLP
55213	RP11-185C18.1
